msgid,msgstr
Added {0} ({1}),Pridané {0} ({1})
Additional Permissions,Ďalšie povolenia
Address,Adresa
Address Line 1,"Adresa, riadok 1"
Address Line 2,Riadok adresy 2
Address Template,Šablóna adresy
Address Title,Titulok adresy
Address Title is mandatory.,Názov adresy je povinný.
Address Type,Typ adresy
Address and other legal information you may want to put in the footer.,"Adresa a ďalšie právne informácie, ktoré chcete pridať do päty."
Addresses,Adresy
Addresses And Contacts,Adresy a kontakty
Adds a custom client script to a DocType,Pridáva vlastný klientski skript k DocType
Adds a custom field to a DocType,Pridá vlastné pole do DocType
Administration,Administrácia
Administrator,Administrátor
Administrator Logged In,Administrator prihlásený
Administrator accessed {0} on {1} via IP Address {2}.,Administrátor získal prístup k {0} dňa {1} cez IP adresu {2}.
Advanced,Pokročilé
Advanced Control,Pokročilé ovládanie
Advanced Search,Rozšírené vyhľadávanie
Advanced Settings,Pokročilé nastavenia
After,Po
After Cancel,Po zrušení
After Delete,Po odstránení
After Insert,Po vložení
After Rename,Po premenovaní
After Save,Po uložení
After Save (Submitted Document),Po uložení (odoslaný dokument)
After Submission,Po odoslaní
After Submit,Po odoslaní
Aggregate Field is required to create a number card,Je potrebné určiť Pole agregácie na vytvorenie číselnej karty
Aggregate Function Based On,Funkcia agregácie založená na
Aggregate Function field is required to create a dashboard chart,Pole funkcie agregácie je potrebné na vytvorenie diagramu na nástenke
Alert,Upozornenie
Alerts and Notifications,Upozornenia a oznámenia
Align,Zarovnanie
Align Labels to the Right,Zarovnať označenia doprava
Align Right,Zarovnať doprava
Align Value,Zarovnať hodnotu
All,Všetky
All Day,Celý deň
All Images attached to Website Slideshow should be public,Všetky obrázky pripojené k prezentácii na webovej stránke by mali byť verejné
All Records,Všetky záznamy
All Submissions,Všetky príspevky
All customizations will be removed. Please confirm.,"Všetky prispôsobenia budú odstránené. Prosím, potvrďte."
All fields are necessary to submit the comment.,Všetky polia sú potrebné na odoslanie komentára.
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Všetky možné stavy toku práce a úlohy v toku práce. Možnosti stavu dokumentu: 0 je ""Uložené"", 1 je ""Odozdané"" a 2 je ""Zrušené"""
All-uppercase is almost as easy to guess as all-lowercase.,Všetky písmená veľké sú takmer rovnako ľahké uhádnuť ako všetky písmená malé.
Allocated To,Prideľované komu
Allot Points To Assigned Users,Prideľ body prideleným používateľom
Allow,Povoliť
Allow API Indexing Access,Povoliť prístup na indexovanie API
Allow Auto Repeat,Povoliť automatické opakovanie
Allow Bulk Edit,Povoliť hromadnú úpravu
Allow Bulk Editing,Povoliť hromadnú úpravu
Allow Comments,Povoliť komentáre
Allow Consecutive Login Attempts,Povoliť po sebe nasledujúce pokusy o prihlásenie
Allow Delete,Povoliť vymazanie
Allow Dropbox Access,Povoliť prístup k Dropboxu
Allow Editing After Submit,Povoliť úpravy po odoslaní
Allow Google Calendar Access,Povoliť prístup ku Kalendáru Google
Allow Google Contacts Access,Povoliť prístup k službe Google Kontakty
Allow Google Drive Access,Povoliť prístup k Disku Google
Allow Guest,Povoliť hosťovi
Allow Guest to View,Povoliť hosťovi zobraziť
Allow Guest to comment,Povoliť hosťom komentovať
Allow Guests to Upload Files,Povoliť hosťom nahrávať súbory
Allow Import (via Data Import Tool),Povoliť import (cez Nástroj na import dát)
Allow Incomplete Forms,Povoliť neúplné formuláre
Allow Login After Fail,Povoliť prihlásenie po chybe
Allow Login using Mobile Number,Povoliť prihlásenie pomocou mobilného čísla
Allow Login using User Name,Povoliť prihlásenie pomocou používateľského mena
Allow Modules,Povoliť moduly
Allow Multiple Responses,Povoliť viaceré odpovede
Allow Older Web View Links (Insecure),Povoliť staršie odkazy webového zobrazenia (nezabezpečené)
Allow Print,Povoliť tlač
Allow Print for Cancelled,Povoliť tlač pre zrušené
Allow Print for Draft,Povoliť tlač pre koncept
Allow Read On All Link Options,Povoliť čítanie všetkých možností prepojenia
Allow Rename,Povoliť premenovanie
Allow Roles,Povoliť úlohy
Allow Self Approval,Povoliť vlastné schválenie
Allow Sending Usage Data for Improving Applications,Povoliť odosielanie údajov o používaní pre zlepšenie aplikácií
Allow approval for creator of the document,Povoliť schválenie pre tvorcu dokumentu
Allow document creation via Email,Povoliť vytváranie dokumentov cez e-mail
Allow editing even if the doctype has a workflow set up.  Does nothing if a workflow isn't set up.,"Povoliť úpravy, aj keď je pre typ dokumentu nastavený pracovný tok.  Nerobí nič, ak nie je nastavený pracovný tok."
Allow events in timeline,Povoliť udalosti v časovej osi
Allow in Quick Entry,Povoliť pri rýchlom zázname
Allow on Submit,Povoliť pri odoslaní
Allow only one session per user,Povoliť iba jednu reláciu na používateľa
Allow page break inside tables,Povoliť zlomy stránok v tabuľkách
Allow saving if mandatory fields are not filled,"Povoliť uloženie, aj keď povinné polia nie sú vyplnené"
Allow sending usage data for improving applications,Povoliť odosielanie údajov o použití na zlepšenie aplikácií
Allow user to login only after this hour (0-24),Umožniť používateľovi prihlásiť sa iba po tejto hodine (0-24)
Allow user to login only before this hour (0-24),Povoliť používateľovi prihlásiť sa iba pred touto hodinou (0-24)
"Allow users to log in without a password, using a login link sent to their email",Povoľte používateľom prihlásiť sa bez hesla pomocou prihlasovacieho odkazu zaslaného na ich email.
Allowed,Povolené
Allowed File Extensions,Povolené prípony súborov
Allowed In Mentions,Povolené v zmienkach
Allowed Modules,Povolené moduly
Allowed Roles,Povolené úlohy
Allowed embedding domains,Povolené domény na vloženie
"Allowing DocType, DocType. Be careful!","Povolenie DocType, DocType. Buďte opatrní!"
Already Registered,Už zaregistrované
Already in the following Users ToDo list:{0},Už je v nasledujúcom zozname úloh používateľa: {0}
Also adding the dependent currency field {0},Tiež sa pridáva závislé menové pole {0}
Also adding the status dependency field {0},Tiež pridanie poľa závislosti stavu {0}
Alternative Email ID,Alternatívne Emailové ID
"Always add ""Draft"" Heading for printing draft documents","Vždy pridať nadpis ""Koncept"" pre tlač konceptov dokumentov"
Always use this email address as sender address,Vždy použiť túto emailovú adresu ako adresu odosielateľa
Always use this name as sender name,Vždy použiť toto meno ako meno odosielateľa
Amend,Upraviť
Amend Counter,Počítadlo zmien
Amended Document Naming Settings,Nastavenia pomenovania upraveného dokumentu
Amended Documents,Upravené dokumenty
Amended From,Upravené z
Amending,Upravovanie
Amendment Naming Override,Prepisovanie názvu dodatku
Amendment naming rules updated.,Pravidlá pomenovania dodatkov aktualizované.
An error occurred while setting Session Defaults,Pri nastavovaní predvolených nastavení relácie došlo k chybe
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Súbor ikony s príponou .ico. Mal by byť 16 x 16 px. Generované pomocou generátora favicon. [favicon-generator.org]
An unexpected error occurred while authorizing {}.,Pri autorizácii {} sa vyskytla neočakávaná chyba.
Analytics,Analytika
Ancestors Of,Predchodcovia
Announcement Widget,Widget oznámení
Announcements,Oznámenia
Annual,Ročne
Anonymization Matrix,Matica anonymizácie
Anonymous responses,Anonymné odpovede
Another transaction is blocking this one. Please try again in a few seconds.,Iná transakcia blokuje túto. Skúste to prosím znovu o niekoľko sekúnd.
"Another {0} with name {1} exists, select another name","Ďalší {0} s názvom {1} už existuje, vyberte iný názov"
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,"Akékoľvek tlačiarenské jazyky založené na reťazcoch môžu byť použité. Písanie surových príkazov vyžaduje znalosť natívneho jazyka tlačiarne poskytnutého výrobcom tlačiarne. Prosím, pozrite si manuál pre vývojárov poskytnutý výrobcom tlačiarne, ako písať ich natívne príkazy. Tieto príkazy sú generované na strane servera s použitím sablónovacieho jazyka Jinja."
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Okrem Správcu systému, role s právom Nastaviť používateľské povolenia môžu nastaviť povolenia pre iných používateľov pre tento Typ dokumentu."
App,Aplikácia
App Access Key,Kľúč prístupu aplikácie
App Access Key and/or Secret Key are not present.,Prístupový kľúč aplikácie a/alebo tajný kľúč nie sú prítomné.
App Client ID,ID klienta aplikácie
App Client Secret,Tajný kľúč klienta aplikácie
App ID,ID aplikácie
App Logo,Logo aplikácie
App Name,Názov aplikácie
App Secret Key,Tajný kľúč aplikácie
App not found for module: {0},Aplikácia nebola nájdená pre modul: {0}
App {0} is not installed,Aplikácia {0} nie je nainštalovaná
Append Emails to Sent Folder,Pripojiť e-maily do priečinka Odoslané
Append To,Pripojiť k
Append To can be one of {0},Append To môže byť jedno z {0}
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Pripojiť ako komunikáciu k tomuto DocType (musí mať polia: ""Odosielateľ"" a ""Predmet""). Tieto polia môžu byť definované v sekcii nastavení e-mailu pripojeného doctype."
Applicable Document Types,Typy príslušných dokumentov
Applicable For,Použiteľné pre
Application Logo,Logo aplikácie
Application Name,Názov aplikácie
Application Version,Verzia aplikácie
Applied On,Aplikované na
Apply,Použiť
Apply Assignment Rule,Použiť pravidlo priradenia
Apply Document Permissions,Použiť povolenia dokumentu
Apply Filters,Použiť filtre
Apply Only Once,Použiť iba raz
Apply Strict User Permissions,Použiť prísne používateľské povolenia
Apply To,Použiť na
Apply To All Document Types,Použiť na všetky typy dokumentov
Apply User Permission On,Použiť používateľské povolenie na
Apply this rule if the User is the Owner,"Použiť toto pravidlo, ak je používateľ vlastníkom"
Apply this rule only once per document,Toto pravidlo použite iba raz na dokument.
Apply to all Documents Types,Použiť na všetky typy dokumentov
Applying: {0},Používanie: {0}
Appreciate,Oceňujem
Appreciation,Ocenenie
Approval Required,Vyžaduje sa schválenie
Apps,Aplikácie
Ar,Ar
Archive,Archivovať
Archived,Archivované
Archived Columns,Archivované stĺpce
Are you sure you want to delete all rows?,"Ste si istý, že chcete odstrániť všetky riadky?"
Are you sure you want to delete page {0}?,"Ste si istý, že chcete odstrániť stránku {0}?"
Are you sure you want to delete the attachment?,"Ste si istý, že chcete odstrániť prílohu?"
Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,"Ste si istý, že chcete odstrániť stĺpec? Všetky polia v tomto stĺpci budú presunuté do predchádzajúceho stĺpca."
Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,"Ste si istí, že chcete odstrániť sekciu? Všetky stĺpce spolu s poliami v sekcii budú presunuté do predchádzajúcej sekcie."
Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,"Ste si istí, že chcete odstrániť kartu? Všetky sekcie spolu s poľami na karte budú presunuté na predchádzajúcu kartu."
Are you sure you want to discard the changes?,"Ste si istý, že chcete zrušiť zmeny?"
Are you sure you want to generate a new report?,"Ste si istý, že chcete vygenerovať novú správu?"
Are you sure you want to merge {0} with {1}?,"Ste si istý, že chcete zlúčiť {0} s {1}?"
Are you sure you want to proceed?,"Ste si istý, že chcete pokračovať?"
Are you sure you want to re-enable scheduler?,"Ste si istý, že chcete znovu povoliť plánovač?"
Are you sure you want to relink this communication to {0}?,"Ste si istý, že chcete toto spojenie znovu prepojiť na {0}?"
Are you sure you want to remove all failed jobs?,"Ste si istý, že chcete odstrániť všetky neúspešné úlohy?"
Are you sure you want to remove the {0} filter?,"Ste si istý, že chcete odstrániť filter {0}?"
Are you sure you want to reset all customizations?,"Ste si istí, že chcete resetovať všetky prispôsobenia?"
Are you sure you want to save this document?,"Ste si istý, že chcete uložiť tento dokument?"
Are you sure you want to send this newsletter now?,"Ste si istý, že chcete tento newsletter odoslať teraz?"
Are you sure?,Ste si istý?
Arguments,Argumenty
Arial,Arial
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",Ako najlepšiu prax neprideľujte rovnakú sadu pravidiel povolení rôznym úlohám. Namiesto toho priraďte viacero úloh rovnakému používateľovi.
"As document sharing is disabled, please give them the required permissions before assigning.","Keďže zdieľanie dokumentov je zakázané, prosím, udeľte im potrebné povolenia pred priradením."
"As per your request, your account and data on {0} associated with email {1} has been permanently deleted","Podľa vašej žiadosti, váš účet a údaje na {0} spojené s emailom {1} boli trvalo odstránené"
Assign Condition,Priraďovacia podmienka
Assign To,Priradiť k
Assign To,Priradiť k
Assign To User Group,Priradiť skupine používateľov
Assign To Users,Priradiť používateľom
Assign a user,Priraďte používateľa
"Assign one by one, in sequence","Priraďte jednu po druhej, v poradí"
Assign to me,Priradiť mne
Assign to the one who has the least assignments,"Priraďte tomu, kto má najmenej úloh."
Assign to the user set in this field,Priraďte používateľovi nastavenému v tomto poli
Assigned,Priradené
Assigned By,Priradené od
Assigned By Full Name,Priradené podľa celého mena
Assigned To,Priradené k
Assigned To/Owner,Priradené k/Vlastník
Assigning...,Priraďovanie...
Assignment,Priradenie
Assignment Completed,Úloha dokončená
Assignment Days,Dni pridelenia
Assignment Rule,Pravidlo priradenia
Assignment Rule Day,Deň pravidla priradenia
Assignment Rule User,Používateľ pravidiel priradenia
Assignment Rule is not allowed on document type {0},Pravidlo priradenia nie je povolené pre typ dokumentu {0}
Assignment Rules,Pravidlá prideľovania
Assignment Update on {0},Aktualizácia pridelenia na {0}
Assignment for {0} {1},Priradenie pre {0} {1}
Assignment of {0} removed by {1},Priradenie {0} odstránené {1}
Assignments,Pridelenia
At least one column is required to show in the grid.,Aspoň jeden stĺpec je potrebné zobraziť v mriežke.
